a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,fecha,monto,score,fraude
4,0.4097,305.41,50,0.5882184873949579,2,AR,0,cat_ea4f4b0,0.41080717000649969,1962,1134,1,N,N,2020-03-20 19:08:45,9.46,54,0
4,0.6957,180871.08,50,0.4347739130434782,48,AR,27,cat_fcaff79,0.49045305212735002,2497,447,1,N,Y,2020-04-15 07:41:21,17.67,90,0
4,0.7966,6848.70,50,0.0000000000000000,26,BR,22,cat_2bc4040,0.32216073779176213,3299,1221,1,Y,Y,2020-04-09 07:22:01,34.27,0,0
4,0.7540,3177.87,50,0.2277992277992277,158,BR,8,cat_0b4c1c7,0.93139236814590021,3150,707,1,,Y,2020-03-17 20:40:11,5.47,58,0
4,0.7527,14611.20,13,0.2699029126213592,2,BR,22,cat_47c3da9,0.84134204194615592,431,72,1,,N,2020-03-19 14:52:18,11.02,29,0
4,0.8140,3146811.58,50,0.2131616595135908,18,BR,5,cat_c735818,0.94179918921879135,2000,753,1,,Y,2020-03-09 08:18:23,15.54,59,0
4,,,3,0.5973135181480422,9,BR,24,cat_20525f8,0.51756211259578677,1500,230,1,,Y,2020-03-09 16:15:01,7.78,19,0
4,,,50,0.0000000000000000,2,BR,6,cat_821573c,0.20544993196452666,833,829,1,,Y,2020-03-09 20:06:54,31.10,16,0
4,0.8640,28390.39,50,1.0000000000000000,18,BR,10,cat_8abeff9,0.90790752261244734,1619,394,1,,Y,2020-03-26 14:00:19,4.68,0,0
4,,,1,1.9266666666666666,8,BR,5,cat_dc44944,0.17463521992540976,2777,0,1,,N,2020-03-11 21:35:21,3.34,77,0
4,0.7709,49361.26,6,0.1164154103852596,0,BR,3,cat_803df0e,0.57215791436606978,539,125,1,,Y,2020-03-24 11:29:24,24.14,48,0
4,0.7139,79178.91,2,0.0000000000000000,0,BR,32,cat_df60aa8,0.67860666018602345,44,44,0,,N,2020-03-17 13:50:55,32.15,68,0
4,0.7927,10886.94,0,0.3029150823827629,0,BR,13,cat_e41d6ce,0.45590424538022134,0,0,0,,N,2020-03-25 18:42:37,15.44,90,0
4,0.7681,120696.19,10,0.4708994708994708,4,BR,16,cat_d018e12,0.52739559281860693,185,182,1,,Y,2020-04-15 16:01:27,3.62,19,0
4,0.7713,205756.44,1,0.2299382716049382,4,BR,37,cat_297d68e,0.44059179458455588,3026,0,1,,N,2020-04-09 19:18:19,12.31,67,0
4,0.7414,146993.62,50,0.3574297188755020,4,BR,14,cat_1fa7ecb,0.46422474260884883,1308,423,1,,Y,2020-03-21 09:13:56,5.26,53,0
4,0.7493,208999.26,50,0.3079584775086505,3,BR,6,cat_1d5d961,0.52087403826844181,2398,227,1,,Y,2020-04-06 13:37:46,5.65,60,0
4,0.7487,3844.50,20,0.4861111111111111,529,,5,cat_b9ae8ef,0.30958924546478173,1120,195,1,Y,Y,2020-04-14 11:46:21,8.18,7,0
4,0.5004,23316.82,6,0.1457414092793154,1,BR,2,cat_ffe7351,0.8500927029437193,875,638,1,,Y,2020-03-08 19:54:33,16.62,4,0
4,0.8689,191151.62,0,0.0657360406091370,0,BR,10,cat_1711778,0.77948650004165643,0,0,0,,N,2020-04-09 12:20:37,75.19,70,0
4,0.7183,3411651.62,2,0.0000000000000000,3,US,48,cat_f2dee25,0.39034160191407352,2445,624,1,,N,2020-04-16 10:30:48,71.98,45,0
4,0.8694,1453.52,2,0.2939711011459890,54,BR,2,cat_69d465e,0.37003334238477947,2553,7,1,,N,2020-04-20 09:28:36,3.95,34,0
4,,,1,1.5216956521739130,0,AR,42,cat_3f0cd6d,0.59738169621170201,808,0,0,,N,2020-03-13 01:24:47,3.68,100,0
4,,,50,0.2245000000000000,37,BR,1,cat_38384d9,0.54853816248874665,1407,987,1,,Y,2020-03-20 11:03:10,40.96,20,0
4,0.8272,1306.40,4,0.2035398230088495,0,BR,13,cat_381751d,0.16460098131576473,520,304,0,,N,2020-04-20 16:47:09,6.68,91,0
4,0.7221,47352.34,50,0.2867303845298955,17,BR,10,cat_3a7b4d7,0.27428019791833336,2405,398,1,,Y,2020-03-08 08:25:04,10.00,5,0
4,0.8731,2613.86,7,0.2180436087217443,11,BR,6,cat_4249bd8,0.27534909226256943,1717,206,1,,Y,2020-04-18 20:07:08,9.84,74,0
4,0.8659,1528.23,50,0.2186440677966101,6,BR,8,cat_71fa66f,0.70673069608234229,336,332,1,Y,Y,2020-04-01 05:52:39,11.63,94,0
4,0.5963,64202.76,20,0.0000000000000000,84,AR,40,cat_1a32c1a,0.49927958345501722,4347,446,1,,Y,2020-03-23 20:07:30,41.32,96,0
4,0.8814,14187.33,50,0.0000000000000000,19,BR,1,cat_2da13b3,0.2554270551561828,4030,406,1,Y,Y,2020-04-18 21:42:13,71.88,3,0
1,0.7996,13947.05,4,0.2845711427856964,9,BR,37,cat_51aa327,0.9520318522381892,4640,110,1,,Y,2020-04-09 13:57:27,7.63,0,0
4,,,2,0.1242184243434764,38,BR,10,cat_bb300fa,0.99662686514949073,2404,119,1,Y,Y,2020-03-12 18:35:57,25.96,34,0
4,0.8303,3369939.65,7,0.2797006548175865,12,BR,4,cat_b988757,0.08702470005905738,2319,175,1,,Y,2020-04-03 13:48:14,21.38,11,0
2,0.7219,14127.23,50,0.0000000000000000,48,AR,0,cat_bff9428,0.42942366373195284,3188,312,1,,Y,2020-04-10 10:59:03,55.32,61,0
4,0.5713,410834.19,9,0.0000000000000000,3,AR,9,cat_ea962fb,0.18543921024361154,828,659,1,,Y,2020-03-17 10:02:16,41.56,75,0
4,0.7218,157569.05,7,0.0000000000000000,6,BR,18,cat_bdcf37d,0.20789867122035943,2702,89,1,,Y,2020-03-10 16:09:02,30.48,52,1
4,0.7974,103743.20,50,0.0000000000000000,1,BR,5,cat_dfa0165,0.50994021234590647,515,511,1,Y,Y,2020-03-17 16:54:31,33.66,21,0
1,0.8723,3054026.25,25,0.0689440993788819,2,BR,3,cat_f30d5b1,0.86466677874818743,1337,34,0,N,N,2020-04-08 14:31:35,278.72,69,1
3,0.8760,397700.81,3,0.0000000000000000,0,AR,18,cat_f17b656,0.22973611132999139,23,23,0,N,N,2020-03-19 16:07:55,711.65,95,0
4,0.7256,77916.87,23,0.3548387096774193,0,BR,23,cat_a0d02a8,0.57440574020974111,489,168,1,N,Y,2020-04-15 18:38:12,17.25,81,0
4,0.4846,63832.27,1,0.4486215538847117,0,BR,28,cat_0dcd5c6,0.41704525277141968,562,0,0,,N,2020-04-13 08:46:28,7.53,5,1
4,0.6779,47747.12,1,0.0000000000000000,186,BR,6,cat_e029e32,0.4207076268153358,3346,85,1,,N,2020-04-09 12:25:55,29.36,18,0
4,0.7757,15979.95,3,0.2335423197492163,8,BR,2,cat_0fddb52,0.33321305629443998,3017,394,1,,Y,2020-04-06 10:27:05,12.48,17,0
4,0.7939,143540.14,2,0.0000000000000000,45,BR,23,cat_2eabef6,0.2639702736249312,1360,57,1,N,N,2020-03-18 14:43:33,243.61,66,0
4,0.7325,17657.61,20,0.4903078677309007,0,BR,11,cat_65ed43d,0.527580440939726,1652,261,1,Y,Y,2020-04-10 15:15:30,5.00,84,0
4,0.5508,55823.82,11,0.0000000000000000,84,AR,24,cat_efed068,0.036565890923323963,2321,349,1,Y,Y,2020-03-17 13:05:21,27.97,18,0
4,0.7728,88276.49,40,0.1445585962360214,0,BR,18,cat_7f9c23f,0.765877022126638,967,67,1,,N,2020-04-07 21:07:02,21.32,40,0
4,0.8529,24595.88,50,0.2576419213973799,14,BR,1,cat_a239be7,0.81992103281452344,850,839,1,,Y,2020-04-09 11:44:41,4.37,11,0
4,0.9377,2452.19,2,0.1943589743589743,2,BR,0,cat_596558a,0.44836901230182491,1799,55,1,,N,2020-04-05 11:18:26,38.15,0,0
4,0.5327,935965.78,50,0.0000000000000000,46,AR,30,cat_a1df456,0.074040928013257457,4692,1289,1,,Y,2020-03-23 18:17:50,106.26,51,0
4,0.8550,194327.41,50,0.0000000000000000,17,BR,3,cat_228843f,0.063280982976827715,1281,627,1,N,Y,2020-03-21 23:05:06,41.13,69,0
4,0.7411,311743.62,20,0.0000000000000000,30,BR,32,cat_2506f6e,0.91532688745324364,1541,1320,1,,Y,2020-03-17 14:00:30,42.20,56,0
4,0.8238,28948.55,1,0.1877986442938104,0,BR,11,cat_2dbcfc8,0.23357420855748501,1968,0,1,N,N,2020-04-15 21:33:55,17.23,75,0
4,0.8942,220468.02,21,0.0000000000000000,0,BR,1,cat_5f899be,0.093696300776706209,450,442,1,,Y,2020-04-18 18:42:05,314.89,38,0
4,0.6118,42931.82,1,0.0000000000000000,2,AR,2,cat_3203c7c,0.44277491127930446,2076,187,1,,Y,2020-04-16 10:37:43,64.30,6,0
4,0.7919,620747.11,20,0.6836555360281195,48,BR,21,cat_60998fe,0.35234291591145706,2418,129,1,,N,2020-04-05 15:35:34,11.13,66,0
4,,,1,0.1408568094682447,2,BR,17,cat_b4afa94,0.42149812635192418,4657,0,1,N,N,2020-03-09 21:23:35,26.67,28,0
1,0.8157,112436.34,50,0.1325407925407925,35,BR,14,cat_f797a0a,0.64438670096312833,1349,787,1,,Y,2020-03-24 12:36:07,86.72,11,0
4,0.7417,78688.92,35,0.0000000000000000,31,BR,9,cat_9eff754,0.4894814061917252,2674,288,1,Y,Y,2020-03-14 17:37:34,32.28,70,0
4,0.5915,29288.20,2,0.2902072968490878,23,AR,16,cat_26c814e,0.68738546271699263,1969,24,1,,N,2020-04-10 10:17:45,18.63,66,0
4,0.7327,2348.19,12,0.0397955458196422,0,BR,8,cat_4249bd8,0.17117464856283604,48,47,1,,N,2020-04-20 11:22:11,53.94,68,0
4,0.5875,31234.86,48,0.1685714285714285,32,BR,1,cat_6c83df0,0.12071533499624465,1971,67,1,Y,N,2020-03-27 06:22:50,6.80,23,0
4,0.7417,322134.66,1,1.6025067144136078,4,BR,28,cat_e62cf2d,0.85972070902379372,1561,0,1,,N,2020-03-31 21:50:05,2.20,21,0
4,0.8003,55258.33,1,0.2643510993241509,0,BR,8,cat_60ab233,0.33673166954157807,1959,153,1,,Y,2020-04-08 10:30:18,22.48,39,0
1,0.7007,184459.23,50,1.3298980747451868,1,BR,5,cat_5f75e7b,0.9918172327580983,2204,72,1,N,N,2020-03-28 14:19:27,17.57,63,0
4,0.7233,93340.80,6,0.3159809047510797,1,BR,5,cat_2bcbe48,0.1389185612385937,250,250,1,,Y,2020-04-02 14:14:43,8.68,32,0
4,,,9,0.0000000000000000,3,AR,6,cat_6596549,0.10086821681023395,1855,13,1,N,N,2020-03-12 09:46:59,99.42,0,0
4,0.7629,143108.08,47,0.5424242424242424,7,BR,14,cat_f1e1699,0.55039787568397358,5006,1043,1,,Y,2020-03-28 22:46:01,6.57,36,0
4,0.7795,1230.33,2,0.1190119011901190,2,BR,2,cat_e818002,0.062746467356419089,941,98,1,,N,2020-03-20 10:24:28,20.48,29,0
4,0.6735,20170.03,15,0.5167286245353159,10,BR,19,cat_2596c12,0.26064049246032184,1925,622,1,,Y,2020-03-15 07:49:59,5.79,66,0
4,,,24,0.2895289528952895,4,BR,10,cat_45398dd,0.19492670571139215,1682,183,1,,N,2020-03-09 18:53:04,44.49,10,0
4,0.6991,79802.42,35,0.1552631578947368,0,BR,56,cat_be8c2f7,0.031095777067772445,181,178,1,,Y,2020-03-16 11:32:04,8.18,42,0
4,0.7774,233712.09,2,0.0000000000000000,9,BR,8,cat_1727b4d,0.97104056523033222,1688,16,1,Y,N,2020-04-17 17:26:20,236.32,26,1
4,0.7217,51206.21,20,0.2239436619718309,10,BR,24,cat_5dbb5c4,0.072744020447451874,2114,1315,1,Y,Y,2020-03-31 17:08:36,14.00,21,0
4,0.6844,29526.33,24,0.0000000000000000,0,BR,0,cat_aac1db8,0.64712763023972641,5314,744,1,,Y,2020-03-30 19:08:57,39.17,56,0
4,0.7175,16081.46,1,0.1291727140783744,0,BR,11,cat_bea8bc5,0.99604084267649995,631,0,1,,N,2020-03-13 19:59:13,14.83,37,0
4,,,35,0.1136363636363636,19,UY,38,cat_db89c13,0.58400315118100465,1519,110,1,N,N,2020-03-11 22:22:43,32.80,31,0
4,0.7036,13622.85,50,0.0000000000000000,11,BR,0,cat_1025606,0.51166250942008418,2013,735,1,,Y,2020-04-18 09:45:30,28.87,48,0
4,0.8110,5109.94,50,0.0000000000000000,4,BR,12,cat_496ee26,0.25167695512171662,2620,413,1,,Y,2020-03-14 07:37:53,25.83,16,0
4,0.7751,76650.91,1,0.3888244072293152,7,BR,21,cat_c708420,0.018332257805433017,2562,4,1,,N,2020-04-03 13:57:16,24.12,39,0
4,0.8216,372587.52,47,0.0000000000000000,3,BR,23,cat_d2e2a88,0.66963008239162747,1068,543,1,,Y,2020-04-01 14:10:40,42.97,64,0
2,0.3570,498.43,1,0.0000000000000000,467,AR,0,cat_d5975ae,0.19864834666947218,6156,11,1,Y,N,2020-04-19 17:50:37,3.02,57,0
2,0.7116,127414.74,4,0.0000000000000000,20,AR,25,cat_cee3474,0.20257718989759255,5652,355,1,,Y,2020-03-16 18:31:34,147.35,83,0
3,1.0000,438.88,20,1.0000000000000000,383,BR,7,cat_d9753d4,0.98996192037988351,2190,1116,1,,Y,2020-04-21 18:59:42,11.57,33,0
1,0.7737,5605483.38,4,0.3176924542682926,1,BR,0,cat_5b4c8c8,0.86657776634800143,263,157,1,N,Y,2020-04-04 12:48:54,41.07,73,0
4,0.6036,106597.72,2,0.1776289453425712,110,AR,42,cat_3203c7c,0.58270327481512396,2064,159,1,,Y,2020-04-15 18:00:11,19.94,42,0
4,0.8412,10810.80,16,0.0000000000000000,1,BR,10,cat_d69ef1e,0.0054916745288871027,244,242,1,Y,Y,2020-03-31 13:04:52,23.62,65,0
4,0.7505,5137.64,50,1.4265232974910394,145,BR,10,cat_33c7ce1,0.54055147476260501,1948,755,1,,Y,2020-03-24 12:52:50,2.82,10,0
4,0.7853,25619.80,50,1.2228412256267409,78,BR,2,cat_6c59851,0.31316845478962563,3599,850,1,,Y,2020-04-04 23:55:30,7.02,13,0
4,1.0000,16.57,5,0.0000000000000000,43,BR,5,cat_f0ec611,0.20266650002965392,5289,207,1,,Y,2020-03-26 07:19:55,57.94,72,1
4,0.7562,3424.29,3,0.1626349596829301,217,BR,2,cat_63fbf7c,0.85651557873708128,6284,403,1,,Y,2020-04-08 20:28:27,14.07,23,0
4,0.8653,7736.41,2,0.0000000000000000,6,BR,5,cat_a2bca79,0.7149308068613891,3573,39,1,,N,2020-04-20 08:42:56,31.51,5,0
4,0.8312,7826.78,10,0.0000000000000000,16,BR,11,cat_63fbf7c,0.42146829421104215,5674,624,1,Y,Y,2020-04-07 17:33:50,23.26,44,0
4,,,2,0.2380410022779043,16,BR,13,cat_18c5b04,0.17468135129640672,880,56,1,,N,2020-03-13 11:14:16,19.00,34,0
4,0.8198,111690.19,24,0.0000000000000000,2,BR,21,cat_fd67369,0.79125990925116696,3497,322,1,Y,Y,2020-03-10 20:59:07,55.62,0,0
4,0.7460,98915.28,50,0.0000000000000000,142,BR,54,cat_b16ebe8,0.89712982676993391,5085,448,1,,Y,2020-04-17 20:04:39,45.29,56,0
4,0.7311,174901.46,8,0.3040081521739130,4,BR,12,cat_d69bed9,0.94647645962583837,1024,186,1,,Y,2020-03-21 14:31:38,12.43,11,0
2,0.6303,57255.99,50,0.0000000000000000,52,AR,15,cat_0dc7bc3,0.17923787982823924,4524,544,1,,Y,2020-03-18 18:10:23,19.15,40,0
4,0.8626,9717.08,12,0.5351351351351351,2,BR,8,cat_7723470,0.54865560759945708,3488,578,1,N,Y,2020-03-25 17:41:27,3.62,0,0
4,0.7732,101623.53,1,0.0842036553524804,68,BR,0,cat_9eaf019,0.45849659809465138,2812,0,1,,N,2020-04-15 06:56:43,29.34,80,0
2,,,1,0.2355573101723911,,,1,cat_6c4cfdc,0.74253467736515688,,0,1,,N,2020-03-09 15:03:51,16.89,90,0
4,0.7253,127265.19,20,0.2132653061224489,1,BR,19,cat_40e3edd,0.27656136021854394,1031,268,1,,Y,2020-03-28 18:14:50,19.50,39,0
2,0.6148,678.07,41,0.0000000000000000,5,AR,34,cat_ee7b2de,0.97018098518820395,4358,629,1,,Y,2020-03-23 22:00:49,37.36,5,0
4,0.7551,193874.33,18,0.5389830508474576,0,BR,36,cat_490a035,0.10915518710320526,698,42,0,,N,2020-04-19 20:59:41,5.81,91,0
4,,,15,0.1989966555183946,5,BR,6,cat_1d61c62,0.74434288277967653,4420,119,1,N,N,2020-03-12 21:53:27,13.21,13,0
4,0.6667,136847.66,50,0.0000000000000000,44,AR,18,cat_0c33f57,0.75775429324502142,2967,969,1,,Y,2020-04-10 21:39:38,110.99,87,0
4,0.8197,1089154.77,1,0.2521126760563380,1,BR,7,cat_7924e7a,0.64898396557289217,2086,18,1,,N,2020-04-21 16:00:59,13.70,96,0
4,0.7753,136811.47,1,0.2292660409293737,2,BR,12,cat_262daa6,0.58173685391529162,469,2,1,,N,2020-04-20 17:18:33,12.54,45,0
4,0.6728,8042.88,12,0.6496350364963503,0,BR,19,cat_2cd1c9a,0.43912013061204647,3902,124,1,,N,2020-04-11 01:17:53,2.59,9,0
4,0.7842,32268.73,50,0.3483709273182957,6,BR,0,cat_d3e283d,0.27879107186046426,1594,960,1,Y,Y,2020-04-20 13:18:33,7.86,32,0
2,0.7374,101272.00,1,0.0000000000000000,0,BR,9,cat_c9a8c7d,0.99281439232533586,134,106,0,N,N,2020-03-24 13:57:39,38.40,74,1
4,0.7690,2043.77,9,0.5397489539748953,31,BR,2,cat_c7c48ec,0.74455251190710925,4074,50,1,N,N,2020-04-10 14:42:29,4.54,71,0
4,0.8313,59860.68,2,0.0000000000000000,-1,BR,20,cat_b241947,0.13921523677989001,2504,438,1,N,Y,2020-03-10 18:29:12,62.16,9,0
4,0.8311,31279.39,6,0.4822006472491909,1,BR,1,cat_604df77,0.97766444611075798,1306,118,1,,Y,2020-04-10 09:45:23,5.87,57,0
4,0.7905,7398.97,3,0.2877777777777777,1,BR,0,cat_237e2d0,0.75405315787171645,921,295,1,,Y,2020-04-21 14:00:48,17.37,0,0
4,0.6909,132919.68,50,0.0000000000000000,3,BR,47,cat_93a5029,0.026944350596188826,812,809,1,,Y,2020-03-16 06:32:23,34.75,15,0
4,0.8279,12352.89,50,0.1739674593241551,38,BR,9,cat_d69bed9,0.36074209431728832,3726,954,1,,Y,2020-04-17 13:19:59,15.73,21,0
4,0.9132,6609.47,38,0.0000000000000000,11,,7,cat_6f95cda,0.87727201582071856,917,89,1,Y,N,2020-03-10 16:13:42,106.57,24,0
4,1.0000,2531.26,1,0.0000000000000000,2,BR,0,cat_228843f,0.38890110398286737,4943,0,1,N,N,2020-04-18 20:46:10,354.28,90,1
4,0.7435,87393.96,50,0.3233082706766917,19,BR,1,cat_8f5bd9e,0.56658887749198072,3204,427,1,,Y,2020-03-15 21:47:41,8.59,17,0
4,0.7863,71015.77,50,0.1740412979351032,58,BR,51,cat_4902797,0.63803678066418001,3138,468,1,N,Y,2020-04-09 07:29:56,6.47,22,0
4,0.7583,159724.66,1,0.0000000000000000,0,BR,21,cat_b51ba8a,0.62098143075295198,323,2,0,,N,2020-04-13 21:34:15,15.09,84,0
4,0.7079,1918.93,21,0.0000000000000000,0,BR,34,cat_be0af8e,0.74992021362560379,231,229,0,,N,2020-04-15 05:27:47,15.30,63,0
2,,,3,0.0000000000000000,107,AR,44,cat_356e9ff,0.52728721513058829,3486,5,1,,N,2020-03-09 22:52:16,12.86,91,0
4,0.7937,80009.54,50,0.0947826086956521,11,BR,16,cat_ca18469,0.64254693925435191,3819,671,1,,Y,2020-03-16 15:33:23,24.75,31,0
4,0.7214,160079.67,6,0.0000000000000000,0,BR,22,cat_24efed4,0.85784633196218252,293,293,1,,Y,2020-03-19 09:00:07,28.64,80,0
4,0.7936,81858.17,30,0.1960486322188449,18,BR,8,cat_0e25e34,0.11842714119746489,1613,164,1,Y,Y,2020-04-13 23:20:09,12.42,83,1
4,0.8762,312.34,50,0.0790790790790790,5,BR,17,cat_f9f4412,0.062277877613038157,1265,520,1,Y,Y,2020-03-27 20:26:32,19.42,53,0
4,0.8324,37859.02,38,0.3915492957746478,27,BR,16,cat_8ffef58,0.56190152797405801,5208,215,1,,Y,2020-03-31 20:29:23,4.89,14,0
4,0.7962,427768.57,5,0.0000000000000000,0,BR,15,cat_805f499,0.26917040229941946,136,136,0,,N,2020-04-20 11:58:07,30.52,84,0
4,0.9213,5791.70,18,0.5826957033549146,0,BR,0,cat_604df77,0.81563904130496923,588,560,1,,Y,2020-04-20 20:12:55,3.35,63,0
4,0.8234,597075.48,1,0.0000000000000000,3,BR,55,cat_3864f40,0.97775444139587009,1994,0,1,,N,2020-04-12 23:35:44,66.23,71,0
4,0.7208,11056.48,50,0.1581342434584755,10,BR,57,cat_88cc1be,0.88385113702081242,758,754,1,,Y,2020-04-14 14:20:33,16.75,74,0
4,,,50,0.0000000000000000,19,AR,11,cat_c362808,0.82395936948170601,1947,585,1,,Y,2020-03-10 11:41:05,83.49,100,0
4,0.4483,612723.02,50,0.0000000000000000,2,AR,8,cat_ea962fb,0.48523106119431603,805,463,1,,Y,2020-04-19 22:51:23,46.00,69,0
4,0.7443,121.56,14,0.3756756756756756,42,BR,29,cat_20525f8,0.25021154965414283,5703,162,1,Y,Y,2020-04-10 16:38:42,7.03,24,0
4,0.5052,237823.52,8,0.3599561018437225,6,AR,47,cat_5d70f11,0.80841122315553093,1919,96,1,,N,2020-04-18 22:38:44,17.48,87,0
2,0.6222,7167.39,50,0.0000000000000000,21,BR,2,cat_8d714cd,0.76965819271937619,3196,996,1,,Y,2020-04-07 11:57:30,4.84,54,0
4,0.7686,7091.36,50,0.1663685152057245,4,BR,3,cat_1c61fbe,0.11715575375422915,704,589,1,,Y,2020-04-10 11:11:11,31.85,50,0
4,0.8212,147326.64,50,0.0000000000000000,1,BR,14,cat_f4bf197,0.34396503727311512,305,299,1,Y,Y,2020-04-21 14:43:31,68.66,24,0
4,0.6909,139148.10,1,0.0845166223939467,3,AR,8,cat_dace7b5,0.23507555885393927,2035,0,1,,N,2020-03-17 17:42:13,39.70,49,0
4,0.7353,691.61,17,0.2833333333333333,-1,BR,4,cat_ef6589b,0.20676340274299676,2694,269,1,,Y,2020-03-15 07:33:47,21.95,2,0
4,0.6463,314011.86,15,0.0000000000000000,110,AR,10,cat_486795b,0.020025826013284842,2883,43,1,,N,2020-03-23 21:32:41,71.53,16,0
4,,,9,0.1545000000000000,1,BR,1,cat_1adaa6b,0.8367653012617069,1077,145,0,,N,2020-03-12 12:41:04,44.19,34,0
4,0.8044,34075.38,16,0.6043771043771043,4,BR,5,cat_69d2e42,0.76589066820138996,888,201,1,,N,2020-04-18 10:28:14,11.70,63,0
2,0.7780,149274.85,30,0.0000000000000000,6,BR,21,cat_5b6cb0a,0.71820233244142884,2555,168,1,,Y,2020-03-31 21:17:48,157.27,75,0
4,0.8130,177757.95,4,0.2365456821026282,9,BR,20,cat_0eb83e7,0.96571348433369764,1582,54,1,Y,N,2020-04-13 04:38:42,15.08,75,0
4,0.7533,6721.64,50,0.1911357340720221,0,BR,4,cat_2d99b60,0.84025934347281961,288,286,1,,Y,2020-04-05 08:43:31,7.06,62,0
4,0.6607,116568.76,32,0.3872950819672131,7,BR,26,cat_262401f,0.34164285412494877,1092,345,1,Y,Y,2020-03-31 14:02:01,9.61,41,0
4,0.7606,59847.94,1,0.1732490784623486,5,BR,1,cat_91d2790,0.162793174665957,1887,0,1,,N,2020-03-28 14:14:36,37.79,34,0
4,0.7312,23021.24,50,0.1433492610290032,48,BR,13,cat_90a02f7,0.63757357352034916,3297,418,1,N,Y,2020-04-06 12:31:01,17.61,30,0
4,0.5651,17367.28,50,0.0000000000000000,13,AR,22,cat_2a600a0,0.51600440183021945,4405,545,1,,Y,2020-04-15 10:46:31,104.50,46,0
4,0.7447,4755.44,36,0.7188755020080321,1,BR,3,cat_b7febb2,0.72036102814002589,210,201,0,,N,2020-03-16 16:50:11,5.36,69,0
4,0.7822,41671.16,50,0.0000000000000000,42,BR,6,cat_d69bed9,0.35330444371887992,2340,225,1,,Y,2020-03-17 01:42:01,33.75,39,0
4,0.7320,15530.20,50,0.3633333333333333,88,BR,20,cat_f0ec611,0.50800753780210783,1709,356,1,,Y,2020-04-06 21:22:31,5.87,48,0
4,0.8229,126789.76,24,0.0000000000000000,68,BR,5,cat_048130a,0.47336543603165993,3329,194,1,,Y,2020-04-17 21:23:07,36.23,53,0
4,0.7174,3428246.55,24,0.3449854227405247,4,AR,14,cat_8d714cd,0.40352016962479098,1428,179,1,,Y,2020-04-10 16:58:13,15.85,9,0
4,,,1,2.6310081499069498,22,AR,17,cat_67a1011,0.41123789225670748,2226,40,1,,N,2020-03-10 11:49:24,2.50,93,0
4,0.6597,61978.16,4,0.4986072423398328,0,BR,15,cat_3f81bbe,0.33223229988573522,823,216,0,N,N,2020-04-13 17:34:45,6.84,74,0
4,0.7606,342526.68,28,0.0000000000000000,2,BR,22,cat_c0ccda0,0.23646830355453474,816,150,1,,Y,2020-04-12 10:57:16,113.95,48,0
4,0.7089,13715.99,2,0.0575047920660055,1,BR,20,cat_bd79f7f,0.0098252132245733037,1720,83,1,,N,2020-04-21 11:52:39,23.15,64,0
4,0.7496,120673.46,3,0.0000000000000000,5,BR,23,cat_b88c426,0.61412823290133289,2027,156,1,,N,2020-03-16 09:03:52,27.12,1,0
4,0.7480,62858.58,7,0.7020202020202020,1,BR,24,cat_d57345f,0.62436609602253057,369,102,1,,Y,2020-04-15 12:35:49,3.79,77,0
4,0.6973,6945.52,4,0.1043668122270742,0,BR,2,cat_ff39bb7,0.73671041119655811,274,135,0,,N,2020-04-09 10:30:53,43.70,83,0
4,0.7688,31950.81,50,0.1973244147157190,5,BR,13,cat_846b079,0.14058362838038363,521,380,1,,Y,2020-04-01 11:59:00,5.90,75,0
4,0.7398,95024.49,24,0.1095238095238095,90,BR,19,cat_9eff754,0.16914362805427174,5518,192,1,,Y,2020-03-17 07:18:30,13.30,18,0
4,0.7626,25892.61,7,0.0000000000000000,1,BR,18,cat_95706b7,0.60830254991009625,354,87,1,,N,2020-04-10 13:27:35,44.38,63,0
4,0.7653,162628.51,20,0.7036163522012578,0,BR,47,cat_7d24ff9,0.80638005449229055,1121,29,1,,N,2020-04-05 21:04:25,4.98,6,0
4,0.7851,134132.42,1,0.7991967871485943,0,BR,5,cat_75a6330,0.8657088972407152,816,0,0,N,N,2020-04-18 11:08:38,4.90,66,1
2,0.7983,3076.49,50,0.0000000000000000,246,BR,0,cat_0f47e2a,0.12614525217173522,1940,540,1,,Y,2020-03-28 19:15:56,11.58,74,0
4,0.8787,4144.55,1,0.0000000000000000,10,BR,3,cat_eb40223,0.82305576627695487,716,46,1,,N,2020-03-17 07:22:19,29.11,12,0
4,0.6623,3862.18,23,0.2774451097804391,1,BR,2,cat_8ffef58,0.2884410580012613,352,277,1,,Y,2020-03-20 02:45:48,10.26,3,0
4,0.6492,1141841.74,3,0.0000000000000000,1,AR,0,cat_e600e6d,0.30003995132591044,147,147,1,,Y,2020-04-20 13:58:45,69.05,25,0
4,0.7868,840256.81,30,0.2225000000000000,7,BR,28,cat_816706d,0.94045549317916155,3160,245,1,,Y,2020-04-18 11:34:41,7.88,57,0
4,0.6463,444848.50,17,0.0000000000000000,25,AR,13,cat_2d32467,0.74527941655569307,4161,552,1,,Y,2020-04-17 18:52:58,19.90,41,0
4,0.6177,597007.42,1,0.0000000000000000,5,AR,49,cat_07b181a,0.77727123986018043,2176,0,1,,N,2020-04-14 13:14:20,61.39,56,0
4,,,10,0.0000000000000000,18,AR,13,cat_1f36173,0.1007376647745879,2306,183,1,N,N,2020-03-13 00:56:05,42.60,88,0
